NodeName,TCP_x,TCP_y,TCP_z,TCP_Rx,TCP_Ry,TCP_Rz,FLANGE_x,FLANGE_y,FLANGE_z,RowDataSensor0,RowDataSensor1,RowDataSensor2,RowDataSensor3,RowDataSensor4,RowDataSensor5,SPI0-0,SPI0-1,SPI0-2,SPI0-3,SPI0-4,SPI0-5,SPI0-6,SPI0-7,SPI1-0,SPI1-1,SPI1-2,SPI1-3,SPI1-4,SPI1-5,SPI1-6,SPI1-7,
Start,0.0917599,-0.454671,0.26501,0.777883,-0.00424238,0.482242,0.190962,-0.480783,0.387407,-31.2959,-8.30437,-8.23356,-0.191846,-1.39452,0.114079,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917672,-0.454673,0.265005,0.77788,-0.00424668,0.4825,0.190947,-0.480767,0.387423,-31.4823,-8.36693,-8.25914,-0.195009,-1.40418,0.113419,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917672,-0.454673,0.265005,0.77788,-0.00424668,0.4825,0.190947,-0.480767,0.387423,-31.4823,-8.36693,-8.25914,-0.195009,-1.40418,0.113419,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917741,-0.454677,0.264999,0.777875,-0.00425041,0.483004,0.190923,-0.48074,0.387449,-31.8154,-8.51284,-8.25183,-0.193759,-1.41882,0.123142,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917841,-0.454687,0.265003,0.77786,-0.0042597,0.483264,0.190913,-0.480729,0.38746,-32.0291,-8.51094,-8.07259,-0.191987,-1.42365,0.111611,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917887,-0.454689,0.265001,0.777853,-0.00426715,0.483507,0.190904,-0.48072,0.387469,-31.9711,-8.49678,-8.11517,-0.185145,-1.43048,0.112276,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917903,-0.454689,0.264995,0.777854,-0.00426819,0.483729,0.190897,-0.480712,0.387477,-32.3006,-8.56213,-8.01378,-0.180766,-1.41727,0.100731,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917936,-0.454687,0.264989,0.777836,-0.00427358,0.483911,0.190891,-0.480705,0.387483,-32.6019,-8.39186,-8.41847,-0.195465,-1.42537,0.0428177,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917987,-0.454682,0.26498,0.777807,-0.00427777,0.484049,0.190886,-0.4807,0.387488,-33.6739,-8.32535,-8.05578,-0.207499,-1.48955,0.0500908,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0918174,-0.454664,0.264948,0.777783,-0.0043018,0.484225,0.190879,-0.480692,0.387496,-36.8034,-9.45609,-7.4248,-0.168381,-1.62993,0.0513724,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.091819,-0.454656,0.264932,0.777787,-0.00432447,0.48424,0.190876,-0.480689,0.387499,-37.1763,-9.93051,-7.85484,-0.15136,-1.71967,0.0374613,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
