NodeName,TCP_x,TCP_y,TCP_z,TCP_Rx,TCP_Ry,TCP_Rz,FLANGE_x,FLANGE_y,FLANGE_z,RowDataSensor0,RowDataSensor1,RowDataSensor2,RowDataSensor3,RowDataSensor4,RowDataSensor5,SPI0-0,SPI0-1,SPI0-2,SPI0-3,SPI0-4,SPI0-5,SPI0-6,SPI0-7,SPI1-0,SPI1-1,SPI1-2,SPI1-3,SPI1-4,SPI1-5,SPI1-6,SPI1-7,
Start,-0.0882718,-0.454121,0.264855,0.768315,-0.00386541,-0.555087,-0.204329,-0.495094,0.372116,-5.05658,-7.27339,-15.0805,-0.322898,0.0424427,0.040923,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882713,-0.454108,0.264845,0.768345,-0.00387355,-0.55507,-0.204329,-0.495094,0.372116,-5.00055,-7.32585,-14.9139,-0.322153,0.0407265,0.0388952,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882689,-0.454095,0.264837,0.768376,-0.00388531,-0.555052,-0.204329,-0.495094,0.372116,-4.90001,-7.26791,-14.9518,-0.31821,0.0341177,0.0411207,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882668,-0.454081,0.264828,0.768411,-0.0038981,-0.555034,-0.204329,-0.495094,0.372116,-5.12392,-7.46277,-14.8597,-0.322344,0.0432778,0.0391564,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882668,-0.454081,0.264828,0.768411,-0.0038981,-0.555034,-0.204329,-0.495094,0.372116,-5.12392,-7.46277,-14.8597,-0.322344,0.0432778,0.0391564,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882672,-0.454069,0.26482,0.768439,-0.00391435,-0.555019,-0.204329,-0.495094,0.372116,-5.0626,-7.29112,-14.8292,-0.318837,0.0472498,0.0414725,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882633,-0.454043,0.264807,0.768504,-0.00393398,-0.554987,-0.204329,-0.495094,0.372116,-4.88145,-7.52117,-14.694,-0.320591,0.047923,0.0365928,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882633,-0.454043,0.264807,0.768504,-0.00393398,-0.554987,-0.204329,-0.495094,0.372116,-4.88145,-7.52117,-14.694,-0.320591,0.047923,0.0365928,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.088263,-0.454016,0.264795,0.768572,-0.00395973,-0.554966,-0.204329,-0.495094,0.372116,-4.66169,-7.65691,-14.5353,-0.313674,0.0504413,0.0339169,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.088263,-0.454016,0.264795,0.768572,-0.00395973,-0.554966,-0.204329,-0.495094,0.372116,-4.66169,-7.65691,-14.5353,-0.313674,0.0504413,0.0339169,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882573,-0.45399,0.264789,0.768632,-0.00397596,-0.554933,-0.204329,-0.495094,0.372116,-4.49877,-7.79434,-14.4617,-0.321497,0.0432937,0.0405282,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882563,-0.453977,0.264784,0.768665,-0.00398393,-0.554919,-0.204329,-0.495094,0.372116,-4.66622,-7.84112,-14.2764,-0.319755,0.047824,0.0454574,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882559,-0.453966,0.264783,0.76869,-0.00399238,-0.554909,-0.204329,-0.495094,0.372116,-4.62661,-7.79145,-14.325,-0.313792,0.0467509,0.0394429,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882559,-0.453966,0.264783,0.76869,-0.00399238,-0.554909,-0.204329,-0.495094,0.372116,-4.62661,-7.79145,-14.325,-0.313792,0.0467509,0.0394429,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882528,-0.453942,0.26478,0.768747,-0.00400476,-0.554879,-0.204329,-0.495094,0.372116,-4.66146,-7.99769,-14.4193,-0.318633,0.0523124,0.0409238,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882513,-0.453923,0.264781,0.76879,-0.00401592,-0.554853,-0.204329,-0.495094,0.372116,-4.19632,-8.04011,-14.3513,-0.311376,0.0460527,0.0376785,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882513,-0.453923,0.264781,0.76879,-0.00401592,-0.554853,-0.204329,-0.495094,0.372116,-4.19632,-8.04011,-14.3513,-0.311376,0.0460527,0.0376785,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882529,-0.453915,0.264782,0.768807,-0.00401342,-0.554845,-0.204329,-0.495094,0.372116,-4.21271,-8.00637,-14.419,-0.308411,0.054231,0.0414974,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882529,-0.453915,0.264782,0.768807,-0.00401342,-0.554845,-0.204329,-0.495094,0.372116,-4.21271,-8.00637,-14.419,-0.308411,0.054231,0.0414974,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882538,-0.453902,0.264786,0.768835,-0.0040177,-0.554828,-0.204329,-0.495094,0.372116,-4.24991,-8.20992,-14.3913,-0.312568,0.0641224,0.0416474,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882531,-0.453892,0.264792,0.768854,-0.00402217,-0.554813,-0.204329,-0.495094,0.372116,-4.00275,-8.27839,-14.5087,-0.317784,0.0519817,0.0443085,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882531,-0.453892,0.264792,0.768854,-0.00402217,-0.554813,-0.204329,-0.495094,0.372116,-4.00275,-8.27839,-14.5087,-0.317784,0.0519817,0.0443085,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882534,-0.45389,0.264796,0.768856,-0.00401914,-0.554807,-0.204329,-0.495094,0.372116,-3.99902,-8.16473,-14.6354,-0.316037,0.0555796,0.0406041,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882583,-0.45389,0.264803,0.768849,-0.00401566,-0.554808,-0.204329,-0.495094,0.372116,-4.28195,-8.08231,-14.712,-0.318415,0.0590213,0.0412837,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882591,-0.453891,0.26481,0.768841,-0.00401189,-0.554808,-0.204329,-0.495094,0.372116,-3.99952,-7.78173,-14.7801,-0.307975,0.0486656,0.0419226,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882607,-0.453894,0.264812,0.768834,-0.0040089,-0.554808,-0.204329,-0.495094,0.372116,-4.28174,-7.99277,-14.7478,-0.317494,0.0572847,0.0420292,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.088263,-0.453897,0.264817,0.768824,-0.00400707,-0.554814,-0.204329,-0.495094,0.372116,-3.91455,-8.00905,-14.7493,-0.32134,0.0494602,0.0384685,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,-0.0882648,-0.453901,0.264823,0.768808,-0.00400229,-0.554816,-0.204329,-0.495094,0.372116,-4.03147,-7.96505,-14.9544,-0.313742,0.0574493,0.0402404,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
