NodeName,TCP_x,TCP_y,TCP_z,TCP_Rx,TCP_Ry,TCP_Rz,FLANGE_x,FLANGE_y,FLANGE_z,RowDataSensor0,RowDataSensor1,RowDataSensor2,RowDataSensor3,RowDataSensor4,RowDataSensor5,SPI0-0,SPI0-1,SPI0-2,SPI0-3,SPI0-4,SPI0-5,SPI0-6,SPI0-7,SPI1-0,SPI1-1,SPI1-2,SPI1-3,SPI1-4,SPI1-5,SPI1-6,SPI1-7,
Start,0.0920072,-0.454862,0.265268,0.777464,-0.00461127,0.485511,0.190831,-0.480592,0.387608,-30.7466,-7.17746,-15.8369,-0.391883,-1.48234,0.0144106,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0920072,-0.454862,0.265268,0.777464,-0.00461127,0.485511,0.190831,-0.480592,0.387608,-30.7466,-7.17746,-15.8369,-0.391883,-1.48234,0.0144106,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.091974,-0.454878,0.265262,0.777454,-0.00460106,0.48541,0.190834,-0.480595,0.387605,-31.2071,-6.75843,-15.9795,-0.401746,-1.47576,0.0290332,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.091974,-0.454878,0.265262,0.777454,-0.00460106,0.48541,0.190834,-0.480595,0.387605,-31.2071,-6.75843,-15.9795,-0.401746,-1.47576,0.0290332,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0919316,-0.454879,0.265251,0.777472,-0.00456579,0.485281,0.190838,-0.480599,0.387601,-31.2281,-6.46178,-15.712,-0.42176,-1.47545,0.031871,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0919316,-0.454879,0.265251,0.777472,-0.00456579,0.485281,0.190838,-0.480599,0.387601,-31.2281,-6.46178,-15.712,-0.42176,-1.47545,0.031871,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0919006,-0.454864,0.265239,0.777519,-0.00453691,0.485184,0.190841,-0.480602,0.387598,-30.8255,-6.75952,-15.4254,-0.416209,-1.46726,0.0254318,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.091888,-0.454855,0.265232,0.777547,-0.00452253,0.48514,0.190842,-0.480603,0.387597,-30.7491,-6.75428,-15.2714,-0.40879,-1.46645,0.0295225,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0918749,-0.454841,0.265224,0.777588,-0.00451148,0.48509,0.190843,-0.480604,0.387596,-30.8532,-6.71518,-15.202,-0.395633,-1.45455,0.031002,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0918639,-0.454826,0.265215,0.777632,-0.00449437,0.485043,0.190844,-0.480605,0.387595,-30.9003,-6.56425,-14.904,-0.403841,-1.46137,0.0445351,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0918522,-0.45481,0.265208,0.777679,-0.00448513,0.484992,0.190845,-0.480606,0.387594,-31.0492,-6.21397,-14.8239,-0.398152,-1.465,0.0393673,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
